MP,PTS,PER,VORP,WS,TOV,STL%,BPM,Rk_Year,AST%
36.7,14.5,12.4,1.2,5.3,1.4,2.0,-0.3,12,7.8
35.1,20.7,16.5,0.5,4.1,2.2,1.4,-1.3,26,10.1
34.2,30.1,31.5,9.5,17.9,3.3,3.0,11.9,1,33.7
15.2,6.3,17.8,0.6,4.1,0.8,0.9,-0.2,12,6.6
18.0,7.1,17.6,1.7,5.4,0.9,1.6,2.9,2,15.4
32.1,12.6,13.9,0.8,5.5,1.4,0.8,-0.6,5,3.9
15.5,7.2,14.6,-0.1,1.8,0.8,1.4,-2.2,20,8.6
32.9,16.2,21.2,2.0,7.4,1.9,2.3,1.1,12,4.4
13.7,3.0,7.2,-0.2,0.6,0.7,1.2,-3.5,7,16.0
25.2,8.0,15.5,1.1,6.5,1.1,1.0,0.2,5,4.3
9.2,4.0,13.8,0.0,1.0,0.5,1.1,-1.6,13,18.6
14.1,4.1,10.7,0.2,1.4,0.7,1.7,-1.3,27,10.2
23.4,6.4,12.4,1.3,4.5,0.9,2.4,0.8,7,8.8
30.5,11.5,13.9,0.5,1.2,2.8,2.5,-0.7,22,26.6
20.2,5.4,12.4,0.2,3.7,0.9,0.8,-1.6,11,7.1
20.3,9.9,15.9,0.7,3.8,1.4,1.3,-0.3,18,22.0
33.1,21.2,26.0,6.7,13.7,1.5,2.8,9.1,2,13.0
28.0,14.0,14.3,0.3,2.6,1.9,1.5,-1.5,26,18.6
16.4,4.5,10.4,-0.7,-0.1,1.5,1.5,-5.0,29,33.9
20.0,7.6,13.1,0.7,2.5,1.0,2.4,0.1,14,14.5
19.1,7.0,18.3,0.6,4.4,0.8,2.0,-0.4,17,5.1
29.1,14.2,25.6,3.3,10.3,1.9,1.1,4.1,10,2.4
14.2,3.6,9.9,0.1,0.8,0.7,1.6,-1.6,10,19.4
25.3,8.4,12.9,0.4,2.4,1.2,3.5,-1.0,15,6.9
12.9,4.3,17.7,0.5,2.3,0.5,1.7,1.0,19,5.0
20.3,8.6,13.6,0.1,1.3,1.8,1.7,-1.6,19,30.6
14.2,4.5,10.7,-0.4,0.4,1.0,1.9,-4.3,22,21.9
11.6,7.1,17.1,-0.4,1.8,0.9,1.1,-3.7,1,11.4
17.8,7.0,13.8,-0.4,1.5,0.9,1.1,-3.3,16,7.5
26.8,11.2,10.7,-0.8,0.9,1.5,0.7,-3.5,28,7.3
14.4,5.8,16.8,0.5,3.1,0.6,1.8,0.1,14,7.2
34.4,23.5,27.6,6.8,14.0,4.3,2.9,7.8,5,49.6
14.7,6.9,14.8,0.2,1.6,0.7,0.6,-1.1,20,4.8
18.7,8.5,16.2,0.6,2.7,1.1,1.5,0.0,27,9.6
35.5,24.3,25.0,3.2,7.2,2.0,1.8,3.9,25,10.0
25.5,11.0,11.1,-0.2,1.4,1.2,1.4,-2.4,30,11.3
19.0,6.8,15.1,0.0,3.5,0.6,1.3,-2.0,23,3.3
21.2,7.8,8.6,-0.7,0.3,1.5,1.7,-3.8,23,7.9
18.7,6.4,13.3,0.5,2.9,0.8,1.7,-0.5,13,6.9
14.6,4.5,9.4,-0.2,0.6,0.7,2.1,-3.1,16,10.7
30.0,9.2,9.7,0.6,4.1,1.2,1.2,-1.0,7,9.9
28.4,14.3,17.7,1.5,4.4,1.7,1.3,0.9,24,7.9
22.2,4.8,10.2,1.0,3.4,0.5,1.7,0.5,5,4.0
35.2,11.9,16.9,1.9,4.6,3.9,2.7,1.0,23,48.0
21.9,8.9,11.1,-0.2,1.9,0.9,1.6,-2.7,6,10.6
21.3,10.6,14.0,0.5,2.1,1.3,1.4,-0.5,19,19.7
24.5,7.2,14.7,0.4,3.8,1.4,1.1,-1.1,27,6.0
20.3,5.3,6.4,-0.6,0.4,0.8,0.6,-4.0,16,6.9
18.2,8.2,12.4,0.1,1.1,1.4,1.0,-1.5,3,21.1
30.3,11.6,14.5,1.8,5.6,0.9,2.2,1.1,18,7.9
16.0,6.0,10.6,-0.2,0.0,1.4,1.9,-3.1,17,15.9
11.0,3.9,10.8,-0.2,-0.2,0.9,0.8,-3.8,24,14.8
15.7,6.8,13.8,0.3,1.4,0.8,1.5,-0.2,23,14.2
24.8,8.5,9.2,-0.8,0.5,1.3,1.2,-3.8,30,12.0
14.8,6.0,11.9,-0.2,2.0,1.0,1.5,-2.7,2,10.4
21.3,6.6,11.4,0.5,2.5,0.7,1.7,-0.4,10,9.7
30.7,12.4,12.4,1.5,5.5,0.8,1.8,0.5,3,8.5
6.4,2.9,15.9,0.0,0.8,0.4,1.8,-1.8,1,9.2
28.4,12.8,13.2,0.5,2.0,2.1,2.7,-0.9,30,8.4
14.8,5.2,14.7,0.4,2.5,0.5,1.6,-0.1,23,4.4
11.6,3.3,9.1,-0.1,0.3,0.6,1.3,-3.1,15,18.5
25.9,7.9,11.7,1.0,4.6,1.0,1.7,-0.1,18,11.4
28.2,16.8,19.7,1.9,3.4,2.6,2.4,2.1,25,37.3
24.4,5.8,8.4,0.1,1.7,1.1,2.1,-1.5,3,9.8
32.2,14.5,14.1,1.7,6.0,1.6,1.5,0.7,19,14.4
33.9,12.5,10.9,0.6,3.7,1.0,1.5,-1.0,14,8.9
34.8,20.8,17.7,2.3,6.0,2.5,1.7,1.3,13,21.6
18.2,6.0,12.4,0.3,1.9,1.0,1.1,-0.6,9,16.3
20.7,5.4,15.9,1.6,5.4,1.2,1.1,2.4,1,14.8
27.2,11.8,13.9,1.0,3.6,1.4,1.4,0.1,23,7.5
31.1,17.4,15.5,1.0,2.7,2.0,1.5,0.3,18,15.6
33.1,14.7,16.2,2.2,6.6,1.4,1.3,1.5,12,10.6
27.4,9.5,11.9,0.2,2.7,1.5,1.6,-1.6,14,20.3
16.8,7.0,18.6,0.5,2.3,1.1,1.0,0.2,22,9.0
28.9,11.7,16.8,2.7,7.8,0.8,1.2,2.7,9,7.6
16.7,7.0,17.7,0.4,2.7,0.8,1.1,-0.1,1,5.8
33.8,13.8,13.7,1.5,4.3,2.5,2.7,0.1,11,22.2
19.5,5.3,9.6,0.1,1.4,1.1,3.0,-1.8,27,17.9
25.3,12.5,21.0,1.0,5.5,1.4,0.9,0.3,21,8.1
28.5,15.3,17.7,1.6,4.7,1.6,1.6,1.3,29,15.1
28.0,16.3,17.5,2.2,6.7,1.0,1.0,2.2,6,8.6
26.6,7.8,7.7,-0.6,-0.1,1.8,2.2,-4.0,22,15.8
17.9,5.1,11.2,0.3,1.9,0.8,1.2,-0.7,26,11.4
21.4,5.7,9.7,-0.6,0.9,1.4,1.9,-3.6,11,24.6
21.4,7.0,15.3,0.4,3.8,0.7,1.6,-0.8,23,3.8
13.8,5.6,15.9,0.1,1.5,0.6,1.3,-1.5,30,8.0
29.5,9.6,11.5,0.6,3.9,0.9,1.9,-1.0,9,9.1
22.0,5.5,14.9,0.8,5.9,0.9,0.5,-0.2,4,2.4
14.6,6.0,13.8,-0.4,1.0,0.9,1.1,-4.0,25,5.8
14.4,3.4,6.6,-0.3,1.1,0.5,1.5,-3.2,5,3.2
17.6,7.9,15.7,0.1,2.3,0.9,0.6,-1.6,21,9.1
26.9,14.2,14.0,0.3,3.3,1.4,1.2,-1.4,6,14.0
17.0,3.1,7.3,-0.2,1.6,0.5,1.7,-2.6,6,3.3
29.6,15.3,18.3,0.9,4.3,1.5,1.1,-0.3,15,12.9
9.4,2.7,13.4,0.5,1.3,0.2,1.5,2.9,2,7.7
22.4,7.3,13.3,0.0,1.4,1.9,2.7,-2.0,28,29.3
36.2,19.7,18.3,3.3,8.9,2.5,1.7,2.6,19,18.2
21.6,7.0,13.9,0.1,2.0,1.3,1.2,-1.7,28,30.0
36.9,20.9,21.3,3.9,9.1,2.0,2.2,4.4,16,21.4
13.3,5.5,21.3,0.9,3.5,1.1,2.9,2.4,6,10.0
18.6,8.8,15.9,0.9,2.7,0.8,1.7,0.8,9,10.9
16.8,6.6,12.7,0.3,1.8,0.6,1.9,-1.0,15,8.9
23.0,9.4,10.9,-0.4,2.8,0.7,0.4,-2.9,16,5.0
26.0,10.3,12.2,0.5,4.3,0.8,1.5,-1.0,13,7.2
11.1,5.6,14.9,0.3,1.1,0.6,1.2,0.7,9,7.6
28.1,7.6,12.3,0.7,4.0,1.2,1.6,-0.6,24,22.3
32.4,14.1,14.6,0.9,3.7,2.3,1.5,-0.3,14,29.3
32.0,16.4,21.6,2.6,7.1,1.7,2.0,3.3,19,8.9
29.1,12.6,14.9,0.2,1.3,2.3,1.9,-1.6,30,38.3
32.1,13.7,18.9,1.2,6.6,2.3,1.5,0.1,17,7.0
20.7,8.7,14.7,0.6,2.5,1.0,2.8,0.0,25,19.1
9.4,5.5,27.7,0.8,3.4,0.5,1.2,4.3,2,6.6
28.9,10.4,12.4,0.4,2.4,1.4,1.6,-0.8,22,16.2
13.9,2.5,10.2,0.3,1.5,0.8,3.2,-0.4,6,21.8
32.1,12.3,12.7,0.7,4.0,1.3,2.0,-0.9,21,9.5
33.4,12.8,10.9,-0.5,2.7,1.2,0.5,-2.9,24,9.9
21.9,8.4,11.3,0.1,2.2,1.3,0.3,-1.7,13,10.6
32.8,14.1,15.5,1.0,4.7,2.6,1.5,-0.4,10,28.7
11.3,3.8,11.4,0.1,0.8,0.4,1.7,-1.1,11,7.7
17.9,9.3,17.2,0.8,3.6,0.8,1.0,0.3,24,8.9
30.6,18.0,22.4,2.5,10.1,1.3,0.9,2.3,2,8.1
32.1,15.2,19.4,3.9,9.4,1.3,1.3,3.8,7,16.7
17.0,4.4,9.8,-0.1,1.1,1.4,1.2,-2.4,12,29.5
28.2,11.3,13.9,-0.7,1.6,1.8,1.2,-3.2,29,11.0
16.4,7.8,19.6,0.7,3.0,1.2,1.2,1.3,14,15.5
28.7,14.4,16.0,1.7,4.3,1.7,1.5,0.8,21,14.4
12.9,4.3,14.5,-0.4,0.6,1.0,2.1,-3.8,28,7.7
22.5,10.3,17.3,1.2,3.8,1.8,3.3,1.3,15,26.6
35.0,14.9,15.6,2.0,5.0,2.9,1.3,1.2,9,26.9
25.6,9.3,16.6,1.4,6.2,1.4,1.8,0.9,11,8.9
34.6,26.9,23.6,3.0,5.7,3.8,2.2,3.3,23,17.0
19.8,6.1,14.5,0.3,1.9,1.7,2.9,-1.2,30,37.2
19.9,8.7,12.9,0.1,2.0,0.9,1.4,-1.8,13,8.2
27.3,9.1,11.3,0.4,2.9,1.3,2.7,-1.0,8,15.8
19.9,9.3,11.5,-0.4,1.2,1.0,1.2,-3.2,2,8.2
19.0,2.9,6.3,-0.4,0.4,0.4,1.2,-3.0,26,7.0
23.3,9.0,12.4,-1.0,1.3,1.9,1.0,-4.3,27,8.5
20.3,7.2,17.3,0.9,4.1,0.6,1.2,0.6,29,9.2
32.5,15.4,14.6,1.1,5.7,1.7,1.9,-0.3,20,12.8
28.8,10.0,11.7,0.6,2.6,1.6,1.8,-0.9,15,11.6
9.4,3.3,13.6,0.2,1.6,0.5,1.1,-0.9,7,9.1
10.7,3.7,8.2,-0.5,0.4,0.5,1.6,-5.1,18,2.8
16.6,5.6,11.2,-0.3,0.8,1.1,2.0,-3.1,24,21.8
10.0,3.1,14.2,0.1,1.6,0.3,1.3,-0.8,4,8.5
17.4,6.3,14.6,0.2,3.7,0.9,0.9,-1.4,3,3.9
30.4,12.8,9.9,-1.2,-2.1,3.2,1.6,-4.2,21,29.0
33.3,22.1,18.6,2.5,8.0,1.7,1.1,1.8,1,9.8
15.1,3.6,8.6,-0.6,1.2,0.6,1.2,-4.2,13,3.7
20.5,10.5,15.2,-0.2,2.7,0.9,0.7,-2.5,26,5.2
20.2,10.0,16.3,1.4,4.1,1.1,1.8,1.9,8,11.9
10.7,5.1,11.9,-0.1,0.2,0.5,1.4,-2.7,14,6.2
33.0,16.0,16.7,2.3,4.9,2.1,2.4,1.7,20,18.6
26.8,9.7,12.6,0.1,2.1,1.4,1.3,-1.7,30,10.4
25.2,8.6,16.9,2.0,5.2,1.5,1.6,3.0,2,15.3
22.4,4.5,8.4,-0.2,1.9,0.8,1.9,-2.6,25,6.2
34.8,23.1,20.9,4.9,9.2,3.3,2.7,4.9,11,20.3
18.0,7.0,11.6,-0.1,1.1,0.5,0.6,-2.5,25,9.6
27.7,7.8,15.9,1.2,8.7,0.7,0.9,0.2,3,4.0
21.7,10.0,21.5,2.6,6.7,1.3,2.3,3.9,21,18.1
24.6,7.5,11.3,0.4,3.8,1.5,1.2,-1.2,3,26.2
14.3,3.1,4.2,-0.9,-0.8,0.4,1.5,-5.7,22,5.5
30.1,13.5,19.0,1.5,7.3,1.6,1.0,0.6,18,7.5
30.0,17.5,17.1,-0.1,1.2,2.3,0.7,-2.3,30,8.2
27.1,10.3,17.6,1.0,5.8,1.6,0.4,-0.2,24,8.5
32.4,12.3,15.0,1.7,6.4,1.1,1.6,0.8,10,9.0
28.0,9.8,9.2,-0.7,1.2,1.0,0.8,-3.4,30,7.4
34.0,17.2,15.5,1.0,3.8,2.0,2.0,-0.3,23,8.0
14.9,4.9,11.1,0.2,1.1,0.7,1.9,-1.2,24,14.3
35.7,14.1,12.7,1.3,5.4,1.8,1.2,-0.2,12,11.0
35.3,16.9,18.8,2.9,7.1,2.6,1.7,2.1,22,20.0
31.7,14.1,14.8,0.0,3.6,1.5,1.5,-2.0,22,8.9
34.7,14.0,19.3,5.3,11.1,3.2,2.0,5.5,1,29.0
28.5,10.2,12.7,1.2,4.0,1.5,1.5,0.1,13,8.8
11.8,2.1,7.7,-0.2,0.8,0.8,1.1,-3.1,5,9.6
25.5,12.0,12.2,-0.2,0.5,2.1,1.7,-2.4,18,12.7
31.5,16.0,19.0,3.3,8.5,1.8,1.2,3.3,3,12.2
32.2,22.2,21.5,4.2,9.7,2.7,1.7,4.3,8,32.7
30.6,10.1,17.6,2.3,5.8,2.5,3.5,1.8,26,41.4
26.4,8.6,16.2,0.9,6.0,1.6,1.6,-0.2,14,9.7
33.4,15.2,13.2,1.2,4.8,1.4,2.2,-0.1,8,9.8
30.0,14.0,15.9,1.2,5.2,1.8,1.6,0.1,23,21.7
24.3,8.7,16.1,0.9,6.3,0.9,1.6,-0.1,9,6.3
35.1,21.8,20.3,3.4,6.4,2.4,1.3,3.3,24,21.9
22.3,8.2,10.4,-0.4,1.7,1.0,0.9,-3.2,24,6.4
26.1,7.2,10.5,1.6,4.2,0.9,2.0,1.1,2,9.3
9.6,3.7,11.6,0.2,1.2,0.3,1.2,-0.3,3,4.5
26.3,11.7,13.8,0.5,3.5,1.9,1.4,-0.9,9,18.6
35.6,25.3,27.5,7.5,13.6,3.3,2.0,9.0,3,36.0
31.3,18.2,21.1,2.0,5.2,1.9,1.3,1.9,20,15.9
13.6,5.6,10.7,0.2,1.9,0.3,1.2,-1.1,5,3.7
23.3,12.0,18.2,0.4,2.8,0.7,1.4,-0.5,9,11.8
11.8,6.1,15.4,-0.2,1.7,0.8,0.7,-3.3,8,6.6
30.7,18.8,19.6,2.8,6.9,2.8,1.2,2.7,12,36.3
34.1,12.1,13.2,1.7,6.2,1.4,1.6,0.7,11,15.5
16.1,4.7,9.5,-0.3,0.4,1.2,1.0,-3.6,10,24.9
32.0,18.3,22.5,2.7,8.3,2.2,1.1,2.2,26,11.3
33.7,20.6,21.7,2.1,6.2,2.4,1.2,1.3,28,10.8
22.8,7.3,16.0,1.4,5.9,1.2,1.4,1.2,8,11.4
20.4,7.2,9.9,-0.4,1.2,1.0,2.5,-2.9,17,10.0
19.6,9.6,17.8,1.6,3.8,1.7,3.0,3.6,2,23.6
31.0,8.0,10.8,0.5,3.5,1.4,2.0,-1.2,27,10.2
12.2,2.9,8.2,0.0,1.1,0.6,2.0,-2.0,19,8.0
22.8,10.3,15.4,0.1,3.1,1.1,0.9,-1.6,11,5.0
16.2,5.0,11.4,0.2,1.3,0.9,1.6,-1.0,4,11.4
15.9,5.1,8.3,-1.0,0.1,1.0,1.0,-5.4,21,6.2
32.3,15.5,14.3,0.2,2.1,1.7,1.7,-1.6,29,13.8
29.3,11.1,16.2,0.9,3.0,2.4,2.9,-0.2,30,10.5
31.7,9.1,17.5,2.0,6.4,1.9,1.2,2.2,19,7.4
12.2,4.4,17.0,0.2,2.4,0.6,1.6,-0.9,20,2.7
18.5,5.9,10.2,0.0,1.8,1.3,2.2,-2.0,19,18.7
19.2,9.2,16.8,0.6,2.7,1.3,2.4,0.4,18,14.1
21.7,7.5,12.5,0.4,2.3,0.9,1.8,-0.8,21,10.0
33.4,12.2,12.0,0.1,2.7,2.0,1.1,-1.9,10,18.0
17.3,4.0,11.0,-0.5,1.7,0.9,0.9,-3.8,25,3.1
28.0,10.5,13.6,1.1,4.0,2.1,1.7,0.0,8,23.9
23.1,8.1,8.7,-0.5,0.6,1.6,1.6,-3.3,12,10.8
35.9,23.5,21.5,3.2,9.9,2.2,1.5,2.5,4,20.8
31.5,18.3,19.0,2.7,6.8,1.1,1.1,2.5,14,10.1
10.9,3.7,9.6,-0.2,0.1,0.8,1.9,-3.0,20,23.1
18.6,5.3,10.2,0.8,2.8,0.4,1.0,0.4,12,5.6
11.8,4.8,17.5,0.5,1.6,0.9,1.3,0.4,24,15.9
20.8,6.9,11.0,0.8,2.6,0.7,2.7,-0.2,6,4.4
9.4,2.6,11.1,-0.1,1.0,0.4,1.6,-2.9,1,9.8
17.9,5.5,9.7,0.3,2.7,0.6,1.3,-1.2,3,6.4
19.5,6.3,13.8,0.9,4.6,1.0,1.8,0.3,1,21.0
26.5,8.6,15.7,1.0,5.4,1.1,1.2,0.0,16,8.3
11.2,4.1,10.0,-0.1,0.2,0.6,0.8,-2.9,27,11.7
16.1,7.1,11.8,-0.2,0.9,1.2,1.4,-2.6,16,26.0
14.7,4.2,10.1,0.3,2.0,0.5,0.9,-0.8,1,7.0
18.1,6.9,13.7,0.3,1.5,1.2,1.7,-0.4,20,29.2
35.3,12.7,12.9,1.7,5.4,1.4,2.8,0.4,17,10.0
15.1,4.4,10.3,0.0,2.4,0.7,0.8,-2.0,8,7.4
19.5,8.9,11.1,-0.5,0.1,1.8,1.2,-3.7,27,17.2
32.9,15.2,13.5,0.7,2.1,1.6,1.4,-0.1,25,12.7
18.2,9.7,14.7,0.4,1.7,0.8,2.1,-0.5,18,12.9
28.2,13.2,13.2,-0.1,0.0,2.5,2.1,-2.3,29,21.2
13.0,3.0,7.4,-0.8,0.3,0.5,1.1,-5.9,22,5.4
19.0,7.5,13.9,0.4,2.6,1.4,1.6,-0.4,21,25.3
8.8,3.6,11.5,0.0,0.9,0.7,1.4,-1.9,1,15.3
20.1,5.5,13.4,0.2,2.2,0.7,2.1,-1.5,29,5.7
26.6,10.6,10.8,-0.5,-0.1,1.7,1.5,-3.8,25,22.0
23.9,9.2,17.0,1.4,5.4,0.8,1.6,1.0,20,10.3
26.0,12.8,22.6,1.4,6.9,1.4,0.8,1.7,4,4.8
31.8,16.5,21.7,4.0,7.1,2.3,0.9,4.9,16,21.7
20.9,8.7,13.5,0.0,1.5,1.0,1.1,-2.1,17,6.3
15.8,5.9,11.3,-0.3,0.6,0.9,2.0,-3.0,28,13.9
31.6,14.2,15.8,2.5,7.3,1.1,2.7,2.2,8,8.9
28.2,17.6,14.9,0.2,-0.4,2.0,1.7,-1.6,29,19.1
25.4,10.4,14.2,0.9,4.4,1.0,1.4,-0.2,20,5.6
34.7,19.5,19.0,2.2,6.3,1.5,1.1,2.7,21,11.8
7.9,1.3,6.5,0.0,0.3,0.4,1.7,-2.6,21,14.9
14.7,5.8,17.3,0.3,2.4,0.9,1.2,-0.6,10,5.6
17.9,6.1,9.4,-0.4,0.9,1.2,1.4,-3.1,20,11.2
20.7,5.9,14.4,0.8,4.3,1.0,1.9,0.0,19,8.2
22.0,8.9,12.6,0.2,2.0,1.3,1.7,-1.4,11,17.2
20.5,8.5,14.6,1.5,4.8,0.9,1.8,1.5,2,20.1
25.4,9.1,17.2,1.9,6.1,1.9,1.6,1.5,13,16.2
21.5,8.7,13.6,0.4,3.3,0.9,1.5,-1.1,4,6.8
14.1,3.5,6.0,-0.5,-0.3,0.8,1.4,-4.5,23,7.7
11.8,3.8,12.3,0.4,1.1,0.4,1.5,0.3,14,6.8
9.3,2.7,5.9,-0.4,0.1,0.5,1.8,-5.7,22,6.9
15.3,4.2,10.3,0.7,2.3,0.8,2.3,0.2,19,12.1
18.1,6.1,8.2,-0.4,0.9,0.9,1.3,-3.3,6,8.5
21.1,7.5,12.5,0.5,3.3,0.7,1.1,-0.8,9,9.0
32.7,17.1,21.3,4.1,10.1,2.4,2.7,4.2,7,16.4
23.6,10.3,16.7,1.3,4.8,1.3,1.9,0.6,8,15.5
24.6,10.2,9.4,-0.8,0.5,1.2,1.1,-3.8,23,11.1
35.8,28.2,28.2,7.8,14.5,3.5,1.3,9.9,5,24.2
22.8,11.0,15.7,0.4,2.2,0.7,1.7,-0.5,27,7.2
20.8,6.5,18.7,1.6,6.7,0.8,1.7,1.9,13,7.7
28.6,6.4,8.4,-0.3,2.5,1.2,1.6,-2.6,10,7.4
17.3,6.1,11.6,0.1,2.3,0.8,1.0,-1.8,19,7.1
19.9,6.2,6.9,-0.8,0.6,0.6,1.2,-4.5,15,4.4
22.9,11.8,14.0,0.9,3.1,1.1,1.8,0.5,11,7.0
36.1,18.2,16.8,1.9,6.1,2.3,2.3,0.6,22,18.9
19.9,8.3,13.5,0.3,2.2,1.4,1.6,-1.2,15,16.2
16.9,6.4,11.7,0.2,1.9,0.5,1.2,-0.9,7,8.9
28.7,9.9,13.0,1.1,4.4,1.3,2.3,0.2,17,17.9
9.4,3.8,9.9,-0.3,-0.1,0.8,1.9,-4.7,11,26.9
7.8,2.4,12.5,-0.1,1.0,0.3,1.8,-3.8,9,3.5
20.3,5.9,7.6,-0.5,0.4,1.1,1.2,-3.3,5,14.1
14.7,4.2,12.2,0.5,2.1,0.6,2.1,0.1,11,9.6
14.5,5.1,13.9,0.0,1.0,1.3,2.2,-2.0,25,33.3
11.6,2.5,3.7,-0.7,-0.5,1.0,1.0,-7.3,30,14.2
14.3,5.1,17.4,0.1,2.2,0.7,1.2,-1.5,22,2.9
31.8,16.4,13.5,-0.3,0.4,2.7,1.1,-2.5,16,25.5
15.3,6.2,14.0,0.6,3.2,0.6,1.1,-0.1,7,10.5
26.6,7.0,12.2,1.4,4.4,1.2,2.0,1.1,1,16.3
21.3,7.7,10.1,-0.3,0.8,0.6,1.5,-2.8,28,7.8
21.0,12.7,24.0,1.4,8.1,1.4,0.7,1.2,5,3.1
30.9,11.7,12.3,0.3,4.9,0.9,1.0,-1.3,1,7.8
19.1,7.3,9.1,-0.5,0.1,0.6,1.1,-3.7,29,5.4
36.0,19.6,14.7,0.6,1.7,3.4,1.6,-0.6,27,24.4
20.7,8.8,16.4,0.5,3.9,1.3,1.2,-0.7,11,9.5
17.1,6.1,12.9,0.8,3.0,0.6,1.2,0.8,3,8.7
27.7,13.8,11.9,-0.5,1.9,2.1,1.0,-2.8,27,15.8
24.9,11.8,15.6,1.5,3.9,1.5,1.8,1.5,16,9.4
13.8,6.6,11.8,-0.5,0.2,0.6,0.3,-5.1,28,4.8
31.5,19.6,19.9,1.8,5.0,2.3,1.7,2.3,3,26.6
20.3,11.0,15.5,0.5,2.2,2.3,2.1,-0.8,7,36.1
25.6,8.5,12.4,0.4,3.5,1.3,1.6,-1.2,4,19.3
37.0,21.2,22.2,5.7,11.6,2.9,2.9,5.8,4,29.9
18.5,7.4,14.6,-0.2,2.6,1.1,1.6,-2.5,15,7.7
24.4,7.3,9.3,0.0,2.7,0.8,1.7,-2.1,18,10.0
30.4,17.0,17.2,0.9,3.9,1.4,0.9,-0.2,25,6.1
32.7,19.5,26.2,6.0,12.7,2.6,3.1,7.9,6,52.7
29.3,15.3,21.8,2.4,7.5,1.6,1.6,2.1,22,13.2
31.4,15.3,19.4,2.2,5.3,1.5,2.0,3.0,15,32.7
22.6,8.9,10.1,-0.4,1.7,0.7,1.3,-3.1,10,5.6
25.6,6.9,10.6,1.0,3.6,0.8,1.4,-0.1,4,7.1
33.7,12.7,20.6,3.2,11.5,1.4,1.0,2.8,6,5.3
35.7,25.1,22.2,4.3,9.2,3.2,1.2,4.4,13,33.6
27.6,9.8,9.4,-0.4,2.1,1.5,1.9,-2.8,5,10.0
21.4,7.5,11.4,0.0,1.8,0.9,1.5,-1.9,16,12.1
24.6,6.1,8.6,-0.4,2.1,0.5,1.1,-2.8,25,5.6
18.2,6.4,14.0,1.0,3.8,1.3,1.0,0.8,2,18.4
17.5,5.9,10.2,0.1,1.5,0.7,1.8,-1.6,17,12.4
29.5,13.7,16.2,1.8,4.3,1.6,1.3,2.0,14,16.0
27.5,11.9,16.2,1.2,5.8,1.8,1.4,0.4,2,29.1
30.5,19.0,20.3,2.2,4.9,2.7,1.8,1.9,10,27.4
23.2,5.9,11.2,-0.6,2.2,0.9,0.9,-3.2,29,8.0
33.5,19.1,20.2,2.7,6.4,1.5,1.0,4.0,10,12.1
34.4,16.6,17.7,1.7,3.7,2.3,1.4,1.7,15,18.9
27.1,10.1,17.1,1.5,5.9,1.7,2.1,0.8,26,10.1
12.2,5.0,12.9,0.2,1.4,0.8,2.6,-0.7,5,22.5
24.8,7.6,11.7,0.5,3.3,0.7,1.9,-1.0,24,15.7
16.0,4.5,12.9,1.1,3.5,0.8,2.5,1.4,2,13.7
22.5,10.9,15.4,0.9,2.8,1.5,0.8,0.0,14,31.5
15.9,6.4,11.7,0.0,2.1,0.8,2.0,-2.0,1,10.6
33.0,15.1,17.5,1.2,4.1,1.9,2.3,0.0,28,9.6
28.2,11.7,13.0,0.1,3.1,1.2,1.3,-1.8,6,10.0
29.4,10.7,13.9,0.4,2.2,2.4,2.1,-1.2,20,32.8
36.2,19.9,19.8,3.9,5.7,4.1,2.5,3.5,18,46.2
23.9,9.9,12.9,1.0,3.6,0.6,1.6,0.3,4,5.3
28.5,15.7,17.9,1.9,5.9,2.8,2.1,1.3,7,34.4
27.8,11.6,13.4,1.2,4.1,1.8,2.3,0.3,7,12.7
35.6,20.9,20.8,4.3,9.9,2.1,2.2,4.0,9,25.7
9.3,2.5,5.6,-0.5,-0.5,0.7,1.7,-6.2,26,8.9
21.3,12.2,16.2,1.4,3.8,1.1,0.9,1.3,27,9.1
28.9,12.1,13.2,0.4,3.6,1.4,1.1,-1.4,22,15.6
18.8,5.9,12.9,0.4,3.3,1.3,1.6,-0.8,1,24.2
15.4,5.9,14.8,0.6,2.8,0.7,0.6,0.6,8,5.8
29.2,9.4,11.6,0.9,4.1,1.0,1.1,0.0,9,9.7
18.3,7.0,18.0,0.8,3.6,1.3,1.2,0.7,15,7.8
28.9,13.9,22.6,4.0,9.6,1.7,1.4,5.1,6,16.8
25.3,10.6,15.4,0.4,4.2,1.4,0.5,-1.2,19,7.4
16.5,5.8,9.6,0.1,1.0,0.7,2.1,-1.7,5,11.1
25.0,5.2,8.9,-0.2,1.6,0.5,1.5,-2.5,13,4.4
25.3,11.0,14.3,0.5,3.0,1.9,2.0,-0.8,12,12.0
23.8,7.2,12.3,1.1,4.1,0.9,2.1,0.6,15,11.5
33.7,18.9,16.5,1.3,3.6,2.5,2.8,-0.1,10,20.5
20.1,7.7,13.9,1.0,3.9,0.6,2.2,0.5,16,8.6
26.8,12.0,16.2,-0.1,2.2,1.5,0.9,-2.2,27,9.5
24.4,5.7,6.8,-0.7,1.0,1.1,1.5,-3.8,9,13.8
29.0,8.9,10.2,0.3,3.5,1.4,1.4,-1.5,19,11.9
13.1,4.5,11.9,-0.1,1.3,0.6,1.1,-2.8,5,8.8
32.6,14.6,14.1,0.5,0.8,3.8,2.6,-1.1,15,37.3
17.0,5.0,11.5,0.1,1.9,0.6,1.3,-1.5,21,7.2
25.8,10.0,11.6,-0.1,1.2,0.8,1.0,-2.3,27,10.2
